20, 159, 1023, 0, 13.181
20, 159, 1023, 0, 13.182
20, 159, 1023, 0, 13.182
20, 159, 1023, 0, 13.188
20, 159, 1023, 0, 13.196
20, 159, 1010, 0, 13.202
21, 159, 990, 0, 13.211
21, 159, 970, 0, 13.220
21, 159, 938, 0, 13.227
22, 158, 906, 0, 13.235
22, 158, 874, 0, 13.242
22, 158, 834, 0, 13.251
22, 158, 802, 0, 13.257
23, 158, 774, 0, 13.265
23, 158, 742, 0, 13.273
23, 158, 702, 0, 13.280
24, 158, 669, 0, 13.288
24, 158, 629, 0, 13.296
25, 158, 597, 0, 13.304
25, 158, 557, 0, 13.311
25, 158, 525, 0, 13.319
26, 158, 493, 0, 13.326
26, 158, 461, 0, 13.334
26, 158, 433, 0, 13.342
26, 158, 401, 0, 13.350
27, 158, 381, 0, 13.357
27, 158, 361, 0, 13.365
27, 158, 349, 0, 13.373
27, 159, 341, 0, 13.380
27, 159, 328, 0, 13.389
27, 160, 308, 0, 13.395
27, 160, 296, 0, 13.403
27, 160, 264, 0, 13.411
27, 161, 244, 0, 13.419
28, 161, 204, 0, 13.426
28, 162, 144, 0, 13.434
28, 162, 72, 0, 13.441
28, 162, 20, 0, 13.450
28, 162, 0, 0, 13.457
28, 163, 0, 0, 13.465
28, 163, 0, 0, 13.473
28, 163, 0, 10612, 13.480
28, 163, 0, 10164, 13.487
28, 163, 0, 10260, 13.495
28, 163, 0, 10644, 13.502
28, 163, 0, 10852, 13.510
28, 163, 0, 11237, 13.518
28, 162, 0, 11429, 13.525
28, 161, 0, 11333, 13.534
28, 159, 0, 11861, 13.541
28, 157, 0, 12949, 13.549
29, 154, 0, 14182, 13.556
29, 151, 0, 15190, 13.565
29, 148, 0, 16183, 13.572
29, 145, 0, 17447, 13.579
29, 141, 0, 18664, 13.588
29, 138, 0, 19833, 13.596
29, 136, 0, 20841, 13.602
29, 133, 0, 21097, 13.610
28, 132, 0, 21801, 13.619
28, 130, 0, 22106, 13.626
27, 129, 0, 22394, 13.633
27, 128, 0, 22858, 13.641
26, 128, 0, 22874, 13.648
25, 127, 0, 23034, 13.655
24, 127, 0, 23114, 13.664
22, 127, 0, 22938, 13.672
21, 127, 0, 23018, 13.679
20, 128, 0, 22362, 13.687
19, 129, 0, 21801, 13.694
19, 130, 0, 21433, 13.703
18, 132, 0, 20953, 13.711
18, 133, 0, 20537, 13.718
18, 135, 0, 19721, 13.725
19, 137, 0, 18728, 13.733
19, 139, 0, 17544, 13.740
20, 141, 0, 14710, 13.748
21, 143, 0, 10740, 13.755
22, 145, 0, 3665, 13.764
22, 145, 0, 0, 13.771
24, 149, 116, 0, 13.779
25, 151, 252, 0, 13.787
26, 153, 393, 0, 13.795
26, 154, 521, 0, 13.803
27, 156, 617, 0, 13.810
27, 158, 669, 0, 13.817
28, 159, 669, 0, 13.825
28, 160, 625, 0, 13.833
28, 161, 529, 0, 13.841
28, 162, 393, 0, 13.847
28, 163, 244, 0, 13.856
27, 163, 104, 0, 13.863
27, 163, 0, 0, 13.871
26, 163, 0, 0, 13.879
26, 164, 0, 18120, 13.887
26, 164, 0, 18120, 13.895
26, 164, 0, 18120, 13.903
26, 164, 0, 18168, 13.910
26, 164, 0, 18248, 13.918
26, 164, 0, 18024, 13.925
26, 165, 0, 17752, 13.933
27, 165, 0, 17976, 13.940
28, 166, 0, 17832, 13.948
29, 166, 0, 17608, 13.955
30, 166, 0, 15895, 13.964
31, 165, 0, 13590, 13.972
32, 164, 0, 9636, 13.979
33, 163, 0, 1024, 13.986
33, 163, 0, 0, 13.995
34, 160, 100, 0, 14.002
34, 158, 200, 0, 14.009
34, 156, 300, 0, 14.018
34, 154, 357, 0, 14.024
33, 153, 393, 0, 14.032
32, 151, 369, 0, 14.040
31, 149, 288, 0, 14.049
30, 148, 176, 0, 14.056
29, 147, 56, 0, 14.063
28, 145, 0, 0, 14.071
28, 144, 0, 0, 14.079
27, 144, 0, 21561, 14.086
27, 144, 0, 21930, 14.095
26, 143, 0, 22106, 14.102
26, 143, 0, 22106, 14.110
26, 143, 0, 21449, 14.118
26, 143, 0, 20777, 14.126
27, 143, 0, 20617, 14.133
27, 144, 0, 20921, 14.140
28, 144, 0, 20953, 14.147
29, 145, 0, 20937, 14.155
30, 145, 0, 19721, 14.163
31, 146, 0, 17191, 14.169
32, 146, 0, 12533, 14.179
32, 146, 0, 3857, 14.187
32, 146, 0, 0, 14.194
33, 146, 84, 0, 14.201
34, 145, 184, 0, 14.209
34, 145, 260, 0, 14.215
34, 144, 312, 0, 14.224
