Log start on,2022-03-21 17:32:43
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
21/03/2022 17:33:41.732,57844,WeSU @41A8E9,3410,24FDE4007F02,-732,228,639,
21/03/2022 17:33:41.757,57870,WeSU @41A8E9,3411,23FDE7007B02,-733,231,635,
21/03/2022 17:33:41.763,57876,WeSU @41A8E9,3412,22FDE2007802,-734,226,632,
21/03/2022 17:33:41.789,57902,WeSU @41A8E9,3413,29FDE2007B02,-727,226,635,
21/03/2022 17:33:41.817,57930,WeSU @41A8E9,3414,25FDE0007E02,-731,224,638,
21/03/2022 17:33:41.818,57931,WeSU @41A8E9,3415,42FDDF008002,-702,223,640,
21/03/2022 17:33:41.851,57964,WeSU @41A8E9,3416,21FDE6007902,-735,230,633,
21/03/2022 17:33:41.879,57992,WeSU @41A8E9,3418,43FDD9007202,-701,217,626,
21/03/2022 17:33:41.879,57992,WeSU @41A8E9,3417,2AFDDA008002,-726,218,640,
21/03/2022 17:33:41.907,58020,WeSU @41A8E9,3419,31FDE3007F02,-719,227,639,
21/03/2022 17:33:41.939,58052,WeSU @41A8E9,3420,4CFDD5006A02,-692,213,618,
21/03/2022 17:33:41.967,58080,WeSU @41A8E9,3421,3BFDD2006B02,-709,210,619,
21/03/2022 17:33:41.969,58082,WeSU @41A8E9,3422,2FFDD4006C02,-721,212,620,
21/03/2022 17:33:41.999,58112,WeSU @41A8E9,3423,02FDC7007302,-766,199,627,
21/03/2022 17:33:42.002,58115,WeSU @41A8E9,3424,03FDC3008802,-765,195,648,
21/03/2022 17:33:42.029,58142,WeSU @41A8E9,3425,1EFDB9007E02,-738,185,638,
21/03/2022 17:33:42.057,58170,WeSU @41A8E9,3426,22FDBD006802,-734,189,616,
21/03/2022 17:33:42.059,58172,WeSU @41A8E9,3427,1EFDBC006202,-738,188,610,
21/03/2022 17:33:42.121,58234,WeSU @41A8E9,3428,08FDB6006602,-760,182,614,
21/03/2022 17:33:42.123,58236,WeSU @41A8E9,3429,FAFCA9006702,-774,169,615,
21/03/2022 17:33:42.127,58240,WeSU @41A8E9,3430,14FDB7004102,-748,183,577,
21/03/2022 17:33:42.150,58263,WeSU @41A8E9,3431,32FDB2004102,-718,178,577,
21/03/2022 17:33:42.180,58293,WeSU @41A8E9,3433,1DFD95007802,-739,149,632,
21/03/2022 17:33:42.180,58293,WeSU @41A8E9,3432,36FDA4006802,-714,164,616,
21/03/2022 17:33:42.208,58321,WeSU @41A8E9,3434,F6FC70006B02,-778,112,619,
21/03/2022 17:33:42.240,58353,WeSU @41A8E9,3435,C6FC63007002,-826,99,624,
21/03/2022 17:33:42.240,58353,WeSU @41A8E9,3436,AEFC4C008F02,-850,76,655,
