Log start on,2022-03-21 18:50:10
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
21/03/2022 18:50:10.099,5,WeSU @41A8E9,4750,78FDD2FF1603,-648,-46,790,
21/03/2022 18:50:10.126,32,WeSU @41A8E9,4752,7EFCB3FF9603,-898,-77,918,
21/03/2022 18:50:10.156,62,WeSU @41A8E9,4753,82FCC2FF7A03,-894,-62,890,
21/03/2022 18:50:10.184,90,WeSU @41A8E9,4754,8AFCC1FF4603,-886,-63,838,
21/03/2022 18:50:10.185,91,WeSU @41A8E9,4755,B0FCE6FF1603,-848,-26,790,
21/03/2022 18:50:10.214,120,WeSU @41A8E9,4756,4EFDECFFA402,-690,-20,676,
21/03/2022 18:50:10.246,152,WeSU @41A8E9,4757,E4FDFAFF4602,-540,-6,582,
21/03/2022 18:50:10.275,181,WeSU @41A8E9,4759,4FFDF2FF1503,-689,-14,789,
21/03/2022 18:50:10.275,181,WeSU @41A8E9,4758,ACFDEFFF9802,-596,-17,664,
21/03/2022 18:50:10.306,212,WeSU @41A8E9,4761,7BFD13000703,-645,19,775,
21/03/2022 18:50:10.305,211,WeSU @41A8E9,4760,4EFDF6FF2703,-690,-10,807,
21/03/2022 18:50:10.334,240,WeSU @41A8E9,4762,69FDF4FFC102,-663,-12,705,
21/03/2022 18:50:10.365,271,WeSU @41A8E9,4763,03FD0F006D02,-765,15,621,
21/03/2022 18:50:10.366,272,WeSU @41A8E9,4764,77FC5500CD02,-905,85,717,
21/03/2022 18:50:10.427,333,WeSU @41A8E9,4765,45FDF3FFDA02,-699,-13,730,
21/03/2022 18:50:10.427,333,WeSU @41A8E9,4766,07FEE4FF1603,-505,-28,790,
21/03/2022 18:50:10.462,368,WeSU @41A8E9,4767,4BFEBAFF4A03,-437,-70,842,
21/03/2022 18:50:10.484,390,WeSU @41A8E9,4769,EFFDD0FF3703,-529,-48,823,
21/03/2022 18:50:10.484,390,WeSU @41A8E9,4768,E2FDBCFF4F03,-542,-68,847,
