35, 111, 1023, 0, 32.860
35, 111, 870, 0, 32.862
35, 112, 846, 0, 32.864
36, 113, 822, 0, 32.866
36, 113, 798, 0, 32.869
36, 113, 758, 0, 32.870
36, 114, 734, 0, 32.871
37, 115, 669, 0, 32.873
37, 116, 621, 0, 32.875
37, 117, 557, 0, 32.877
38, 118, 497, 0, 32.884
38, 119, 421, 0, 32.891
38, 120, 361, 0, 32.899
39, 121, 284, 0, 32.907
39, 122, 196, 0, 32.914
40, 122, 124, 0, 32.922
40, 123, 36, 0, 32.930
41, 124, 0, 0, 32.937
42, 125, 0, 0, 32.945
43, 125, 0, 0, 32.954
43, 126, 0, 0, 32.960
43, 126, 0, 9124, 32.969
43, 126, 0, 9268, 32.977
43, 126, 0, 9524, 32.984
43, 126, 0, 9780, 32.992
43, 126, 0, 10164, 33.000
43, 127, 0, 12213, 33.007
43, 127, 0, 13270, 33.015
43, 128, 0, 13846, 33.024
42, 128, 0, 14070, 33.031
42, 129, 0, 14326, 33.038
41, 129, 0, 14726, 33.047
40, 130, 0, 15046, 33.053
39, 131, 0, 15222, 33.061
38, 132, 0, 15351, 33.069
37, 132, 0, 15479, 33.077
35, 133, 0, 15719, 33.084
34, 134, 0, 15863, 33.092
32, 134, 0, 15991, 33.101
30, 134, 0, 15879, 33.107
29, 134, 0, 15687, 33.115
27, 134, 0, 15495, 33.123
26, 133, 0, 15415, 33.130
24, 132, 0, 15447, 33.138
23, 131, 0, 15415, 33.146
22, 130, 0, 15671, 33.153
22, 129, 0, 15767, 33.162
22, 128, 0, 15767, 33.169
22, 126, 0, 15863, 33.176
22, 125, 0, 15751, 33.185
23, 124, 0, 15431, 33.192
24, 122, 0, 15238, 33.199
26, 120, 0, 15222, 33.207
28, 118, 0, 15319, 33.215
30, 117, 0, 15447, 33.222
31, 115, 0, 15543, 33.230
33, 112, 0, 15703, 33.238
35, 110, 0, 15671, 33.245
37, 108, 0, 15735, 33.253
39, 106, 0, 15703, 33.260
41, 103, 0, 15719, 33.268
42, 101, 0, 15751, 33.276
