Log start on,2022-03-22 15:27:02
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
22/03/2022 15:27:03.446,932,WeSU @41A8E9,12504,A2FCC8FF7F02,-862,-56,639,
22/03/2022 15:27:03.453,939,WeSU @41A8E9,12505,BFFCC4FFD602,-833,-60,726,
22/03/2022 15:27:03.471,957,WeSU @41A8E9,12506,D6FCA3FF3203,-810,-93,818,
22/03/2022 15:27:03.501,987,WeSU @41A8E9,12507,36FD9DFF7103,-714,-99,881,
22/03/2022 15:27:03.501,987,WeSU @41A8E9,12508,5CFDA7FF7003,-676,-89,880,
22/03/2022 15:27:03.531,1017,WeSU @41A8E9,12509,87FDA6FF4603,-633,-90,838,
22/03/2022 15:27:03.561,1047,WeSU @41A8E9,12510,F5FCAFFFCE02,-779,-81,718,
22/03/2022 15:27:03.562,1048,WeSU @41A8E9,12511,C0FCCBFFA402,-832,-53,676,
22/03/2022 15:27:03.592,1078,WeSU @41A8E9,12512,09FDD9FFD302,-759,-39,723,
22/03/2022 15:27:03.621,1107,WeSU @41A8E9,12513,44FD36008D02,-700,54,653,
22/03/2022 15:27:03.621,1107,WeSU @41A8E9,12514,42FDC8001602,-702,200,534,
22/03/2022 15:27:03.652,1138,WeSU @41A8E9,12515,2FFD5101FD01,-721,337,509,
22/03/2022 15:27:03.681,1167,WeSU @41A8E9,12516,10FD8001C701,-752,384,455,
22/03/2022 15:27:03.683,1169,WeSU @41A8E9,12517,DBFC89017401,-805,393,372,
22/03/2022 15:27:03.711,1197,WeSU @41A8E9,12518,1FFDB5011401,-737,437,276,
22/03/2022 15:27:03.742,1228,WeSU @41A8E9,12520,40FD9D005402,-704,157,596,
22/03/2022 15:27:03.742,1228,WeSU @41A8E9,12519,AFFC37017201,-849,311,370,
22/03/2022 15:27:03.772,1258,WeSU @41A8E9,12521,0BFD2C002003,-757,44,800,
22/03/2022 15:27:03.802,1288,WeSU @41A8E9,12523,1AFD06FF4204,-742,-250,1090,
22/03/2022 15:27:03.801,1287,WeSU @41A8E9,12522,9DFC72FF3604,-867,-142,1078,
22/03/2022 15:27:03.832,1318,WeSU @41A8E9,12524,02FD02FF4703,-766,-254,839,
22/03/2022 15:27:03.864,1350,WeSU @41A8E9,12526,D0FC9EFFBA02,-816,-98,698,
22/03/2022 15:27:03.863,1349,WeSU @41A8E9,12525,7DFD4EFF2803,-643,-178,808,
22/03/2022 15:27:03.891,1377,WeSU @41A8E9,12527,CDFC37001402,-819,55,532,
22/03/2022 15:27:03.925,1411,WeSU @41A8E9,12528,CEFCB0009101,-818,176,401,
22/03/2022 15:27:03.928,1414,WeSU @41A8E9,12529,CEFCD1003F01,-818,209,319,
22/03/2022 15:27:03.952,1438,WeSU @41A8E9,12530,10FDDB005101,-752,219,337,
22/03/2022 15:27:03.981,1467,WeSU @41A8E9,12531,B9FCE6006D01,-839,230,365,
22/03/2022 15:27:03.981,1467,WeSU @41A8E9,12532,C9FCEC008301,-823,236,387,
22/03/2022 15:27:04.011,1497,WeSU @41A8E9,12533,30FE8F000703,-464,143,775,
22/03/2022 15:27:04.044,1530,WeSU @41A8E9,12535,66FC6F004102,-922,111,577,
22/03/2022 15:27:04.043,1529,WeSU @41A8E9,12534,8DFBA3008702,-1139,163,647,
22/03/2022 15:27:04.072,1558,WeSU @41A8E9,12536,DDFC3D007602,-803,61,630,
22/03/2022 15:27:04.102,1588,WeSU @41A8E9,12538,99FDFFFFFA02,-615,-1,762,
22/03/2022 15:27:04.102,1588,WeSU @41A8E9,12537,F8FC0B007902,-776,11,633,
22/03/2022 15:27:04.130,1616,WeSU @41A8E9,12539,0BFED3FF4C03,-501,-45,844,
22/03/2022 15:27:04.164,1650,WeSU @41A8E9,12540,59FDA9FF4703,-679,-87,839,
22/03/2022 15:27:04.166,1652,WeSU @41A8E9,12541,F8FCAEFF0E03,-776,-82,782,
22/03/2022 15:27:04.191,1677,WeSU @41A8E9,12542,BCFCF5FFED02,-836,-11,749,
22/03/2022 15:27:04.220,1706,WeSU @41A8E9,12543,CEFC5F009A02,-818,95,666,
22/03/2022 15:27:04.220,1707,WeSU @41A8E9,12544,38FDA7006302,-712,167,611,
22/03/2022 15:27:04.253,1739,WeSU @41A8E9,12545,1FFDE300F701,-737,227,503,
22/03/2022 15:27:04.280,1766,WeSU @41A8E9,12547,A1FD5F016401,-607,351,356,
22/03/2022 15:27:04.280,1766,WeSU @41A8E9,12546,8FFD61017C01,-625,353,380,
22/03/2022 15:27:04.310,1796,WeSU @41A8E9,12548,66FDE900E201,-666,233,482,
22/03/2022 15:27:04.340,1826,WeSU @41A8E9,12549,D0FC42003602,-816,66,566,
22/03/2022 15:27:04.340,1826,WeSU @41A8E9,12550,57FCEDFFA002,-937,-19,672,
22/03/2022 15:27:04.371,1857,WeSU @41A8E9,12551,1DFCCDFFCD02,-995,-51,717,
22/03/2022 15:27:04.401,1887,WeSU @41A8E9,12552,72FCB5FFBE02,-910,-75,702,
22/03/2022 15:27:04.402,1888,WeSU @41A8E9,12553,FEFCE8FFDF02,-770,-24,735,
22/03/2022 15:27:04.430,1916,WeSU @41A8E9,12554,7CFDE6FF4003,-644,-26,832,
22/03/2022 15:27:04.463,1949,WeSU @41A8E9,12555,A9FDF7FF5D03,-599,-9,861,
22/03/2022 15:27:04.464,1950,WeSU @41A8E9,12556,6CFD0400F402,-660,4,756,
22/03/2022 15:27:04.490,1976,WeSU @41A8E9,12557,CEFCFBFFC002,-818,-5,704,
22/03/2022 15:27:04.522,2008,WeSU @41A8E9,12558,BFFCF4FF7E02,-833,-12,638,
22/03/2022 15:27:04.523,2009,WeSU @41A8E9,12559,58FCFCFF7802,-936,-4,632,
22/03/2022 15:27:04.552,2038,WeSU @41A8E9,12560,68FC28009902,-920,40,665,
22/03/2022 15:27:04.584,2070,WeSU @41A8E9,12561,ABFC7F002002,-853,127,544,
22/03/2022 15:27:04.585,2071,WeSU @41A8E9,12562,92FCD9000202,-878,217,514,
22/03/2022 15:27:04.610,2096,WeSU @41A8E9,12563,26FD0A01EF01,-730,266,495,
22/03/2022 15:27:04.639,2125,WeSU @41A8E9,12564,3BFD1E017E01,-709,286,382,
22/03/2022 15:27:04.641,2127,WeSU @41A8E9,12565,96FD03019B01,-618,259,411,
22/03/2022 15:27:04.671,2157,WeSU @41A8E9,12566,C6FD60003303,-570,96,819,
22/03/2022 15:27:04.700,2186,WeSU @41A8E9,12568,63FC7AFFDE02,-925,-134,734,
22/03/2022 15:27:04.700,2186,WeSU @41A8E9,12567,49FD95FF3C03,-695,-107,828,
22/03/2022 15:27:04.730,2216,WeSU @41A8E9,12569,23FC9CFF2803,-989,-100,808,
