Log start on,2022-03-22 15:19:17
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
22/03/2022 15:19:18.746,1285,WeSU @41A8E9,6153,43FDF8FFC202,-701,-8,706,

22/03/2022 15:19:18.772,1310,WeSU @41A8E9,6154,91FD4C000103,-623,76,769,
22/03/2022 15:19:18.804,1342,WeSU @41A8E9,6156,5FFD7400F002,-673,116,752,
22/03/2022 15:19:18.802,1340,WeSU @41A8E9,6155,75FD73001303,-651,115,787,
22/03/2022 15:19:18.832,1370,WeSU @41A8E9,6157,CDFD4E00C002,-563,78,704,
22/03/2022 15:19:18.864,1402,WeSU @41A8E9,6159,B5FCF5FFA602,-843,-11,678,
22/03/2022 15:19:18.864,1402,WeSU @41A8E9,6158,62FD2B00B702,-670,43,695,
22/03/2022 15:19:18.893,1431,WeSU @41A8E9,6160,5EFC96FFDA02,-930,-106,730,
22/03/2022 15:19:18.923,1461,WeSU @41A8E9,6161,2DFDBAFF4102,-723,-70,577,
22/03/2022 15:19:18.926,1464,WeSU @41A8E9,6162,24FDD7FF8302,-732,-41,643,
22/03/2022 15:19:18.953,1491,WeSU @41A8E9,6163,E4FCBEFF3F02,-796,-66,575,
22/03/2022 15:19:18.982,1520,WeSU @41A8E9,6165,E8FCAEFF8502,-792,-82,645,
22/03/2022 15:19:18.982,1520,WeSU @41A8E9,6164,FBFC9AFFB302,-773,-102,691,
22/03/2022 15:19:19.012,1550,WeSU @41A8E9,6166,34FDECFF6A02,-716,-20,618,
22/03/2022 15:19:19.042,1580,WeSU @41A8E9,6167,32FD3200AE02,-718,50,686,
22/03/2022 15:19:19.043,1581,WeSU @41A8E9,6168,BDFC5700EB02,-835,87,747,
22/03/2022 15:19:19.072,1610,WeSU @41A8E9,6169,78FD6600AB02,-648,102,683,
22/03/2022 15:19:19.101,1639,WeSU @41A8E9,6170,73FD5800C002,-653,88,704,
22/03/2022 15:19:19.104,1642,WeSU @41A8E9,6171,5BFD2800F302,-677,40,755,
22/03/2022 15:19:19.132,1670,WeSU @41A8E9,6172,4BFDF5FFC702,-693,-11,711,
22/03/2022 15:19:19.165,1703,WeSU @41A8E9,6174,2EFD04005A02,-722,4,602,
22/03/2022 15:19:19.165,1703,WeSU @41A8E9,6173,C0FCE6FFA002,-832,-26,672,
22/03/2022 15:19:19.194,1732,WeSU @41A8E9,6175,3BFCC5FFD702,-965,-59,727,
22/03/2022 15:19:19.224,1762,WeSU @41A8E9,6176,B6FCC3FF7B02,-842,-61,635,
22/03/2022 15:19:19.224,1763,WeSU @41A8E9,6177,83FD3800E801,-637,56,488,
22/03/2022 15:19:19.251,1789,WeSU @41A8E9,6178,88FD56001502,-632,86,533,
22/03/2022 15:19:19.281,1819,WeSU @41A8E9,6180,A4FDCFFF7803,-604,-49,888,
22/03/2022 15:19:19.280,1818,WeSU @41A8E9,6179,0FFD3600B002,-753,54,688,
22/03/2022 15:19:19.312,1850,WeSU @41A8E9,6181,8EFDE8FF1903,-626,-24,793,
22/03/2022 15:19:19.343,1881,WeSU @41A8E9,6183,1FFDF1FF0E03,-737,-15,782,
22/03/2022 15:19:19.342,1880,WeSU @41A8E9,6182,7BFD2A00B402,-645,42,692,
22/03/2022 15:19:19.371,1909,WeSU @41A8E9,6184,5AFCC2FF3302,-934,-62,563,
22/03/2022 15:19:19.403,1941,WeSU @41A8E9,6186,D4FDC6FFA302,-556,-58,675,
22/03/2022 15:19:19.402,1940,WeSU @41A8E9,6185,D8FCB2FF7402,-808,-78,628,
22/03/2022 15:19:19.432,1970,WeSU @41A8E9,6187,CDFCCDFF9F02,-819,-51,671,
22/03/2022 15:19:19.462,2000,WeSU @41A8E9,6188,B4FC26009702,-844,38,663,
22/03/2022 15:19:19.463,2001,WeSU @41A8E9,6189,5FFDF9FFE302,-673,-7,739,
22/03/2022 15:19:19.493,2031,WeSU @41A8E9,6190,BFFD9EFF1703,-577,-98,791,
22/03/2022 15:19:19.522,2060,WeSU @41A8E9,6191,6FFDD4FFDC02,-657,-44,732,
22/03/2022 15:19:19.522,2060,WeSU @41A8E9,6192,7AFD3E00C302,-646,62,707,
22/03/2022 15:19:19.552,2090,WeSU @41A8E9,6193,F1FC28008B02,-783,40,651,
22/03/2022 15:19:19.584,2122,WeSU @41A8E9,6194,03FD3A00C602,-765,58,710,
22/03/2022 15:19:19.585,2123,WeSU @41A8E9,6195,7BFD26009102,-645,38,657,
22/03/2022 15:19:19.613,2151,WeSU @41A8E9,6196,99FD2700AD02,-615,39,685,
22/03/2022 15:19:19.644,2182,WeSU @41A8E9,6197,57FD2100DD02,-681,33,733,
22/03/2022 15:19:19.648,2186,WeSU @41A8E9,6198,54FDEEFFF002,-684,-18,752,
22/03/2022 15:19:19.672,2210,WeSU @41A8E9,6199,D9FCA7FFD602,-807,-89,726,
