Log start on,2022-03-22 15:20:12
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
22/03/2022 15:20:13.043,931,WeSU @41A8E9,8860,3BFDBCFFA602,-709,-68,678,
22/03/2022 15:20:13.074,962,WeSU @41A8E9,8862,F9FC32003802,-775,50,568,
22/03/2022 15:20:13.252,1140,WeSU @41A8E9,8863,1CFD29007A02,-740,41,634,
22/03/2022 15:20:13.257,1145,WeSU @41A8E9,8864,C7FCE9FF9B02,-825,-23,667,
22/03/2022 15:20:13.287,1175,WeSU @41A8E9,8865,CEFCA1FF9A02,-818,-95,666,
22/03/2022 15:20:13.287,1175,WeSU @41A8E9,8866,5AFC7DFF7B02,-934,-131,635,
22/03/2022 15:20:13.312,1200,WeSU @41A8E9,8867,11FD94FF4102,-751,-108,577,
22/03/2022 15:20:13.343,1231,WeSU @41A8E9,8868,11FDDDFF3902,-751,-35,569,
22/03/2022 15:20:13.344,1232,WeSU @41A8E9,8869,65FC99FFAC02,-923,-103,684,
22/03/2022 15:20:13.373,1261,WeSU @41A8E9,8870,74FCA9FF7702,-908,-87,631,
22/03/2022 15:20:13.403,1291,WeSU @41A8E9,8871,E3FCF3FF3802,-797,-13,568,
22/03/2022 15:20:13.405,1293,WeSU @41A8E9,8872,3DFD2E003D02,-707,46,573,
22/03/2022 15:20:13.433,1321,WeSU @41A8E9,8873,46FD59001A02,-698,89,538,
22/03/2022 15:20:13.463,1351,WeSU @41A8E9,8875,58FD50008302,-680,80,643,
22/03/2022 15:20:13.463,1351,WeSU @41A8E9,8874,64FD63001B02,-668,99,539,
22/03/2022 15:20:13.491,1379,WeSU @41A8E9,8876,C4FC3000B902,-828,48,697,
22/03/2022 15:20:13.523,1411,WeSU @41A8E9,8877,56FCE4FF7D02,-938,-28,637,
22/03/2022 15:20:13.524,1412,WeSU @41A8E9,8878,19FDF4FF2802,-743,-12,552,
22/03/2022 15:20:13.553,1441,WeSU @41A8E9,8879,3FFDEAFF3E02,-705,-22,574,
22/03/2022 15:20:13.583,1471,WeSU @41A8E9,8881,88FCCBFF8A02,-888,-53,650,
22/03/2022 15:20:13.583,1471,WeSU @41A8E9,8880,02FDC8FF9802,-766,-56,664,
22/03/2022 15:20:13.614,1502,WeSU @41A8E9,8882,91FCDDFF7A02,-879,-35,634,
22/03/2022 15:20:13.642,1530,WeSU @41A8E9,8883,F6FCF3FF5902,-778,-13,601,
22/03/2022 15:20:13.646,1534,WeSU @41A8E9,8884,69FD16003D02,-663,22,573,
22/03/2022 15:20:13.672,1560,WeSU @41A8E9,8885,22FD4300FB01,-734,67,507,
22/03/2022 15:20:13.703,1591,WeSU @41A8E9,8886,3EFD6400D901,-706,100,473,
22/03/2022 15:20:13.705,1593,WeSU @41A8E9,8887,21FD4A004002,-735,74,576,
22/03/2022 15:20:13.732,1620,WeSU @41A8E9,8888,F1FC4E00CF02,-783,78,719,
22/03/2022 15:20:13.761,1649,WeSU @41A8E9,8889,6AFD7800DD02,-662,120,733,
22/03/2022 15:20:13.763,1651,WeSU @41A8E9,8890,04FDD3FFE302,-764,-45,739,
22/03/2022 15:20:13.794,1682,WeSU @41A8E9,8891,BDFCE9FF9402,-835,-23,660,
22/03/2022 15:20:13.823,1711,WeSU @41A8E9,8892,08FDE6FF8702,-760,-26,647,
22/03/2022 15:20:13.823,1711,WeSU @41A8E9,8893,97FCECFFAF02,-873,-20,687,
22/03/2022 15:20:13.852,1740,WeSU @41A8E9,8894,B4FCF6FF2502,-844,-10,549,
22/03/2022 15:20:13.882,1770,WeSU @41A8E9,8895,96FCEAFFF702,-874,-22,759,
22/03/2022 15:20:13.884,1772,WeSU @41A8E9,8896,31FDF7FF5002,-719,-9,592,
22/03/2022 15:20:13.911,1799,WeSU @41A8E9,8897,99FD33006001,-615,51,352,
22/03/2022 15:20:13.943,1831,WeSU @41A8E9,8898,DDFC4C005702,-803,76,599,
22/03/2022 15:20:13.947,1835,WeSU @41A8E9,8899,0EFCC9FFE802,-1010,-55,744,
22/03/2022 15:20:13.972,1860,WeSU @41A8E9,8900,3BFD85FF4603,-709,-123,838,
22/03/2022 15:20:14.004,1892,WeSU @41A8E9,8901,F3FC02002E02,-781,2,558,
22/03/2022 15:20:14.006,1894,WeSU @41A8E9,8902,25FD19008402,-731,25,644,
