74, 143, 1023, 0, 18.393
74, 144, 902, 0, 18.394
74, 145, 846, 0, 18.396
74, 145, 786, 0, 18.404
74, 146, 698, 0, 18.412
74, 146, 597, 0, 18.419
74, 147, 481, 0, 18.426
74, 149, 260, 0, 18.434
74, 149, 40, 0, 18.442
74, 150, 0, 0, 18.449
74, 151, 0, 0, 18.457
73, 151, 0, 0, 18.465
73, 151, 0, 15463, 18.472
73, 151, 0, 15751, 18.480
72, 151, 0, 15687, 18.489
72, 151, 0, 15046, 18.496
72, 151, 0, 15591, 18.503
72, 150, 0, 15959, 18.511
71, 148, 0, 16903, 18.519
71, 146, 0, 18456, 18.527
71, 143, 0, 19640, 18.534
71, 140, 0, 20969, 18.541
71, 136, 0, 21321, 18.549
70, 133, 0, 21513, 18.557
70, 129, 0, 21930, 18.564
70, 126, 0, 21850, 18.572
69, 123, 0, 22410, 18.580
69, 120, 0, 23162, 18.589
68, 117, 0, 23178, 18.596
68, 115, 0, 24203, 18.604
67, 113, 0, 24155, 18.611
66, 111, 0, 24171, 18.618
65, 110, 0, 24331, 18.627
64, 109, 0, 23930, 18.633
62, 108, 0, 23818, 18.642
61, 108, 0, 23002, 18.649
60, 108, 0, 22282, 18.657
59, 108, 0, 22522, 18.665
58, 109, 0, 21978, 18.673
57, 110, 0, 21737, 18.680
57, 112, 0, 21657, 18.687
57, 114, 0, 21113, 18.696
57, 115, 0, 21577, 18.704
57, 117, 0, 21273, 18.711
58, 118, 0, 21097, 18.718
59, 120, 0, 21257, 18.726
61, 120, 0, 21081, 18.734
62, 121, 0, 21593, 18.742
64, 120, 0, 21801, 18.750
66, 120, 0, 21962, 18.756
67, 119, 0, 23466, 18.764
69, 118, 0, 23818, 18.772
71, 116, 0, 24091, 18.779
73, 115, 0, 24667, 18.788
74, 114, 0, 24907, 18.795
76, 112, 0, 26123, 18.802
77, 111, 0, 26476, 18.811
79, 111, 0, 26604, 18.819
80, 111, 0, 26892, 18.826
81, 110, 0, 26380, 18.834
82, 111, 0, 25707, 18.841
82, 111, 0, 23770, 18.849
83, 112, 0, 20809, 18.857
83, 113, 0, 17512, 18.864
83, 114, 0, 12293, 18.872
82, 116, 0, 5298, 18.879
82, 116, 0, 0, 18.888
80, 119, 56, 0, 18.894
78, 121, 124, 0, 18.903
77, 123, 204, 0, 18.910
75, 125, 284, 0, 18.918
73, 127, 341, 0, 18.925
71, 129, 389, 0, 18.933
70, 130, 433, 0, 18.940
68, 131, 433, 0, 18.950
66, 131, 401, 0, 18.958
65, 132, 341, 0, 18.965
64, 132, 240, 0, 18.971
63, 132, 136, 0, 18.980
63, 132, 44, 0, 18.988
62, 132, 0, 0, 18.995
62, 131, 0, 0, 19.002
62, 131, 0, 18120, 19.011
62, 131, 0, 18200, 19.018
62, 131, 0, 17992, 19.025
63, 130, 0, 18840, 19.033
64, 130, 0, 20681, 19.040
65, 129, 0, 22986, 19.049
66, 129, 0, 24475, 19.057
68, 128, 0, 26972, 19.064
69, 128, 0, 27900, 19.071
71, 128, 0, 28877, 19.079
72, 127, 0, 29789, 19.087
74, 127, 0, 29773, 19.095
75, 127, 0, 30846, 19.103
77, 127, 0, 30606, 19.111
78, 127, 0, 30349, 19.118
79, 127, 0, 30622, 19.125
81, 127, 0, 29677, 19.133
82, 127, 0, 27820, 19.140
83, 127, 0, 24779, 19.149
83, 127, 0, 20857, 19.156
84, 127, 0, 17271, 19.163
84, 127, 0, 12357, 19.171
84, 127, 0, 6050, 19.179
84, 127, 0, 0, 19.187
83, 127, 0, 0, 19.194
83, 127, 20, 0, 19.201
82, 127, 32, 0, 19.210
82, 127, 20, 0, 19.218
81, 127, 8, 0, 19.224
81, 127, 0, 0, 19.232
80, 126, 0, 0, 19.240
80, 126, 0, 16503, 19.249
79, 124, 0, 18536, 19.256
79, 123, 0, 21273, 19.263
79, 121, 0, 22490, 19.270
79, 120, 0, 23962, 19.279
79, 118, 0, 25547, 19.286
79, 116, 0, 26380, 19.293
79, 114, 0, 27420, 19.302
79, 113, 0, 27500, 19.310
80, 112, 0, 27340, 19.317
80, 111, 0, 28204, 19.324
81, 110, 0, 27836, 19.332
82, 110, 0, 27772, 19.339
82, 110, 0, 27772, 19.347
83, 110, 0, 27260, 19.355
84, 111, 0, 27900, 19.363
84, 112, 0, 27452, 19.370
85, 113, 0, 27116, 19.378
86, 114, 0, 27228, 19.386
86, 115, 0, 27004, 19.393
86, 116, 0, 27260, 19.401
86, 117, 0, 26988, 19.409
86, 118, 0, 26572, 19.416
86, 118, 0, 27372, 19.424
86, 118, 0, 27084, 19.432
86, 118, 0, 27436, 19.439
86, 118, 0, 28188, 19.447
86, 118, 0, 28060, 19.455
86, 117, 0, 28733, 19.462
86, 116, 0, 28429, 19.470
86, 114, 0, 28477, 19.478
86, 113, 0, 29021, 19.485
86, 112, 0, 29133, 19.493
86, 110, 0, 29517, 19.501
86, 109, 0, 29581, 19.508
87, 109, 0, 29117, 19.516
87, 108, 0, 29933, 19.524
88, 107, 0, 29453, 19.531
88, 107, 0, 29405, 19.539
89, 107, 0, 29517, 19.547
90, 107, 0, 29005, 19.554
90, 108, 0, 29837, 19.562
91, 108, 0, 29485, 19.570
92, 109, 0, 29213, 19.577
92, 110, 0, 29677, 19.585
93, 112, 0, 29533, 19.593
93, 113, 0, 29533, 19.600
94, 114, 0, 29357, 19.608
94, 116, 0, 28733, 19.616
95, 117, 0, 29517, 19.623
95, 119, 0, 29021, 19.631
95, 120, 0, 28877, 19.639
96, 122, 0, 28909, 19.647
96, 123, 0, 28348, 19.654
96, 125, 0, 28989, 19.662
96, 126, 0, 28332, 19.669
96, 127, 0, 27692, 19.677
96, 128, 0, 27884, 19.685
96, 128, 0, 27564, 19.693
95, 129, 0, 27612, 19.700
95, 129, 0, 27612, 19.708
95, 130, 0, 27068, 19.716
95, 130, 0, 27596, 19.723
95, 131, 0, 26988, 19.731
95, 131, 0, 26764, 19.739
95, 131, 0, 26844, 19.746
95, 132, 0, 26444, 19.754
95, 132, 0, 26812, 19.762
95, 133, 0, 26187, 19.769
95, 133, 0, 25707, 19.777
95, 134, 0, 26123, 19.785
95, 135, 0, 25739, 19.792
95, 136, 0, 25723, 19.800
95, 137, 0, 25691, 19.808
95, 138, 0, 25275, 19.815
95, 139, 0, 25995, 19.823
95, 139, 0, 25627, 19.831
95, 139, 0, 25499, 19.838
95, 140, 0, 25675, 19.846
95, 140, 0, 25547, 19.854
95, 140, 0, 26203, 19.861
95, 140, 0, 26428, 19.869
94, 139, 0, 26668, 19.877
94, 138, 0, 27548, 19.884
94, 136, 0, 27404, 19.892
94, 133, 0, 27676, 19.900
93, 131, 0, 28156, 19.907
92, 128, 0, 28028, 19.915
92, 124, 0, 29101, 19.924
91, 121, 0, 29069, 19.930
