Log start on,2022-03-21 18:07:37
Feature,Accelerometer
Nodes,WeSU @41A8E9, 
Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
21/03/2022 18:07:48.855,10996,WeSU @41A8E9,1258,64FD06014F02,-668,262,591,
21/03/2022 18:07:48.885,11026,WeSU @41A8E9,1260,92FD15015702,-622,277,599,
21/03/2022 18:07:48.912,11053,WeSU @41A8E9,1261,B3FDEB005202,-589,235,594,
21/03/2022 18:07:48.915,11056,WeSU @41A8E9,1262,B3FDB0000902,-589,176,521,
21/03/2022 18:07:48.944,11085,WeSU @41A8E9,1263,67FD8100E901,-665,129,489,
21/03/2022 18:07:48.972,11113,WeSU @41A8E9,1264,CBFC3A000702,-821,58,519,
21/03/2022 18:07:48.974,11115,WeSU @41A8E9,1265,89FCD2FF2C02,-887,-46,556,
21/03/2022 18:07:49.003,11144,WeSU @41A8E9,1266,DFFC88FF2A02,-801,-120,554,
21/03/2022 18:07:49.032,11173,WeSU @41A8E9,1267,BFFC9FFF1702,-833,-97,535,
21/03/2022 18:07:49.034,11175,WeSU @41A8E9,1268,F3FBA4FFFB01,-1037,-92,507,
21/03/2022 18:07:49.062,11203,WeSU @41A8E9,1269,E5FB85FF1C02,-1051,-123,540,
21/03/2022 18:07:49.095,11236,WeSU @41A8E9,1270,45FC5FFF1702,-955,-161,535,
21/03/2022 18:07:49.097,11238,WeSU @41A8E9,1271,8EFC7BFFE801,-882,-133,488,
21/03/2022 18:07:49.122,11263,WeSU @41A8E9,1272,90FC60FF0802,-880,-160,520,
21/03/2022 18:07:49.152,11293,WeSU @41A8E9,1273,7FFC58FF1902,-897,-168,537,
21/03/2022 18:07:49.154,11295,WeSU @41A8E9,1274,E8FBF3FE8004,-1048,-269,1152,
21/03/2022 18:07:49.182,11323,WeSU @41A8E9,1275,09FC36FF0E03,-1015,-202,782,
21/03/2022 18:07:49.212,11353,WeSU @41A8E9,1276,21FD69FFB302,-735,-151,691,
21/03/2022 18:07:49.213,11354,WeSU @41A8E9,1277,D4FD8CFF8302,-556,-116,643,
21/03/2022 18:07:49.244,11385,WeSU @41A8E9,1278,ADFD9DFFA202,-595,-99,674,
21/03/2022 18:07:49.273,11414,WeSU @41A8E9,1279,A1FCB8FFB802,-863,-72,696,
21/03/2022 18:07:49.275,11416,WeSU @41A8E9,1280,80FCB6FF8F02,-896,-74,655,
21/03/2022 18:07:49.302,11443,WeSU @41A8E9,1281,CCFCADFF8302,-820,-83,643,
21/03/2022 18:07:49.332,11473,WeSU @41A8E9,1282,2EFD93FF9002,-722,-109,656,
21/03/2022 18:07:49.334,11475,WeSU @41A8E9,1283,30FD81FFA302,-720,-127,675,
21/03/2022 18:07:49.363,11504,WeSU @41A8E9,1284,84FD70FF0703,-636,-144,775,
21/03/2022 18:07:49.392,11533,WeSU @41A8E9,1285,BBFD5BFFD102,-581,-165,721,
21/03/2022 18:07:49.394,11535,WeSU @41A8E9,1286,CFFD5DFF1903,-561,-163,793,
21/03/2022 18:07:49.421,11562,WeSU @41A8E9,1287,89FD3CFF0903,-631,-196,777,
21/03/2022 18:07:49.453,11594,WeSU @41A8E9,1289,B5FD5BFFCA02,-587,-165,714,
21/03/2022 18:07:49.453,11594,WeSU @41A8E9,1288,48FD4BFFF202,-696,-181,754,
21/03/2022 18:07:49.484,11625,WeSU @41A8E9,1290,95FD84FFCA02,-619,-124,714,
21/03/2022 18:07:49.516,11657,WeSU @41A8E9,1292,E0FCD9FFC202,-800,-39,706,
21/03/2022 18:07:49.515,11656,WeSU @41A8E9,1291,6FFD9DFFE002,-657,-99,736,
21/03/2022 18:07:49.541,11682,WeSU @41A8E9,1293,CEFC1B00A902,-818,27,681,
21/03/2022 18:07:49.573,11714,WeSU @41A8E9,1294,CBFDF5FFC702,-565,-11,711,
21/03/2022 18:07:49.575,11716,WeSU @41A8E9,1295,C3FD9DFFF902,-573,-99,761,
21/03/2022 18:07:49.612,11752,WeSU @41A8E9,1296,FBFCA7FFF702,-773,-89,759,
21/03/2022 18:07:49.634,11775,WeSU @41A8E9,1297,19FD9CFF0C03,-743,-100,780,
21/03/2022 18:07:49.637,11778,WeSU @41A8E9,1298,02FE6CFF2803,-510,-148,808,
21/03/2022 18:07:49.662,11803,WeSU @41A8E9,1299,A0FD5EFFF802,-608,-162,760,
21/03/2022 18:07:49.695,11836,WeSU @41A8E9,1300,3AFD99FFF702,-710,-103,759,
21/03/2022 18:07:49.725,11866,WeSU @41A8E9,1302,A4FDACFFEC02,-604,-84,748,
21/03/2022 18:07:49.724,11865,WeSU @41A8E9,1301,A4FD8DFFF802,-604,-115,760,
21/03/2022 18:07:49.753,11894,WeSU @41A8E9,1303,8EFDC5FFDC02,-626,-59,732,
21/03/2022 18:07:49.755,11896,WeSU @41A8E9,1304,93FDF0FFAB02,-621,-16,683,
21/03/2022 18:07:49.783,11924,WeSU @41A8E9,1305,23FD0400C602,-733,4,710,
21/03/2022 18:07:49.813,11954,WeSU @41A8E9,1306,1CFDFEFFBF02,-740,-2,703,
21/03/2022 18:07:49.814,11955,WeSU @41A8E9,1307,1BFDB9FF1203,-741,-71,786,
21/03/2022 18:07:49.843,11984,WeSU @41A8E9,1308,4BFDEBFFD302,-693,-21,723,
21/03/2022 18:07:49.874,12015,WeSU @41A8E9,1309,09FDBFFFE702,-759,-65,743,
21/03/2022 18:07:49.875,12016,WeSU @41A8E9,1310,05FDBBFFE302,-763,-69,739,
21/03/2022 18:07:49.906,12047,WeSU @41A8E9,1311,63FDAFFFC902,-669,-81,713,
21/03/2022 18:07:49.941,12082,WeSU @41A8E9,1312,A9FD6AFF5203,-599,-150,850,
21/03/2022 18:07:49.947,12088,WeSU @41A8E9,1313,D1FDBBFFE002,-559,-69,736,
21/03/2022 18:07:49.964,12105,WeSU @41A8E9,1314,64FDA4FFF502,-668,-92,757,
21/03/2022 18:07:49.993,12134,WeSU @41A8E9,1315,4EFDB4FFDC02,-690,-76,732,
21/03/2022 18:07:49.994,12135,WeSU @41A8E9,1316,C9FDB3FFB502,-567,-77,693,
21/03/2022 18:07:50.028,12169,WeSU @41A8E9,1317,8AFDD6FFAC02,-630,-42,684,
21/03/2022 18:07:50.054,12195,WeSU @41A8E9,1318,7EFDBAFFC402,-642,-70,708,
21/03/2022 18:07:50.056,12197,WeSU @41A8E9,1319,E5FCE7FFD702,-795,-25,727,
21/03/2022 18:07:50.085,12226,WeSU @41A8E9,1320,97FCEEFF0003,-873,-18,768,
21/03/2022 18:07:50.113,12254,WeSU @41A8E9,1321,45FDF3FFCF02,-699,-13,719,
